"business_status";"lat";"lng";"icon";"name";"place_id";"price_level";"photo_reference";"rating";"place_types";"user_ratings_total";"address"
"OPERATIONAL";18.3317652;-67.249104;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Rincón Boricua";"ChIJA8F-goilAowR6T4cXcW4MFQ";0.0;"ATtYBwJ3KICK4nUcglVFwyzLvXXWybPLgG_vyYa2KdTPNP1OPDMsPQ3lCCdXqbpVuSJhA5d0u31rQUNHQ4jeFK-LCc8yGXeKHuc_jPVkBXIEkcQ9ZBRERD0pAAZ5laz01POTdVCK6OOr9UxxwP8Y4IFTxstt3HLnKMLCya7hkLmoOJS8qqVi";4.6;"['restaurant', 'food', 'point_of_interest', 'establishment']";206;"Puerto Rico 115 km 12.3, Rincón"
"OPERATIONAL";18.3300145;-67.2481935;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Sandwich D'light";"ChIJy7pgw4elAowRlCBrdqmpGUc";1.0;"ATtYBwLQ1wpzHfUTL2aRRvrungZ8YikdeX7I6RYad7Rw7C87K7JRh9aWAgnO4WLbXcDWrHxA3ONSvQgcPesvBh5KqwX9Xh-69RP1WrnaGElhrLyqJPhkRczcaCYm5TCWXnUq0Q9TpZ6bEeOOY0Occ3FQpcGAUtAuP4FC9IgvHY7sgj0YPFnf";4.7;"['restaurant', 'food', 'point_of_interest', 'establishment']";196;"Km 12.0 Vistamar Plaza, #12 Puerto Rico 115, Rincon"
"OPERATIONAL";18.3444778;-67.2607972;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"La copa llena";"ChIJeUqCLZOlAowRj3tADORzLDw";2.0;"ATtYBwJnnSNrzeMJqLdTw-DODdZNFLrGeNhbGOXbdV3h4oFh2D94D6qJRVFpsHBRPU4-3jptla_Pejv1Hfk8X3jc_Vbve4s9lLmPZ4VAEcCTQ7BRC2DzilhFNqZP-35jLi5aKWbsRgM4tZJHk_N59-oAALk2FHVmP9OoqweTnniZKFOIWIqN";4.5;"['restaurant', 'food', 'point_of_interest', 'establishment']";180;"Black Eagle Marina, Rincón"
"OPERATIONAL";18.3286823;-67.2477148;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Sunset Gyros";"ChIJ-0ohGZCvAowR1bPo2k7YwqI";0.0;"ATtYBwIrSiLuEDQewYeM2tE7GdiU_sw82xGxvnFuT8z6-W9qr8ISViz6mfKB8UL-CYhC6G1ZpmoXXTYcV1E53i3FbO5NlJpWwcHAEOU89dKxMyH7qZjgLx3xfN7ZiFI4RMqsIFsBh-5WYxI35asr2LPodBFdiOfTxjTvdRyu_LifaLn6HZyw";4.8;"['restaurant', 'food', 'point_of_interest', 'establishment']";16;""
"OPERATIONAL";18.3231736;-67.2423474;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Burger King";"ChIJOX7UvH6vAowRIxWR9iBJKCI";1.0;"ATtYBwI2oLJy2cqO11Cdvsz53A-8BH8CtXwREg6e2xVH-VICTFNWMT3iGlYWLHnNe3z_h-9UNkdeQvg8a0iFeGiMi2flabDB_5GWB25ovqrtv8tocf_1rlvl12-KHGtzxM8-JAdzJ8pp7Of2igasZTu6EETyh5b0EQeuMPhv0UjmNKDhFt0A";4.0;"['restaurant', 'food', 'point_of_interest', 'establishment']";415;"Carretera Estatal # 115 Km. 11.0"
"OPERATIONAL";18.322876;-67.24207299999999;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Church's Chicken";"ChIJlzC8u36vAowR2PLHAKJbnEc";1.0;"ATtYBwK7G369W9Ms8uVMKTFEmRPuhLayRrcTYOsHlD_3uEwuC4v-jBB1HW4SGoGEeTIPJA7vgDJLs9A4TRRKHUwBviawda0on3Mw_6RmJoVqvEwndXS1r0BbjuKyjIgLYiWK4q_zGSgV1T2Gz-i2bV3ZHpr63Hfb8X4Wi4oifoMZZPYdn6rX";4.0;"['restaurant', 'food', 'point_of_interest', 'establishment']";254;"Carr Estatal 115 Bo Pueblo Rincon, Rincon"
"OPERATIONAL";18.3593481;-67.26720569999999;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"The Beach House";"ChIJNe6mBMSlAowRBBuBdKH2jQM";2.0;"ATtYBwL0Sj-WKCffzL6i20W3j9PQbZrgwHs86F5rhFyJt53HWx5IkGWq9WKnpGOgAgt830_zCIUOKdF4kunTvrO_0yuVOPgvoBxZAS2dnZaNEer15fz3-0KQdtEPWrj4Hzemc9X3zbA_hTqo0DShO7Y_JZRyQxGAmzQZ5wUDX4thXdPss8oj";4.5;"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']";1516;"Puerto Rico 413, Rincon"
"OPERATIONAL";18.3692685;-67.2609664;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Jack’s Shack";"ChIJuQ7ScyClAowRPm9vz1jrDHo";0.0;"ATtYBwJkM_UAlRYTLZrQFSruWhxAuVjSroNMq6bI07ULYgiBd_1nt8gynvqi4xN1PV5pCH4qOBSaXyZ9tDgLKdn3-HFR-u6YcTjdShpQZsZcsJ84TMS2LJ_VIpASgQwIWRXx-ETgKHpMYue4OUjV63JIOob25HMoxCz-0vhxFboo2qGHjtg";4.8;"['restaurant', 'food', 'point_of_interest', 'establishment']";85;"Rt. 4413 km 0.5 Bo"
"OPERATIONAL";18.3777903;-67.2233134;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Coma Rico";"ChIJlQAi5OSkAowRkgGbONvUVHs";1.0;"ATtYBwL17MWmsQHaN3Dg3MV-rI_XtzlGI5FF5Ey69dXWuRMUMMo9CTTX8eij-JyvKX-qGBGZo05m8JvNA_Pdr8r_QuOQGLP3U2oZcev015S-wcg2ZWmQbIxxFe3uJmYi1iiDVAIcCs3ANS1amw2gNQK5jyITU42yvptBkNzUu9isj6Su1f6e";4.5;"['restaurant', 'food', 'point_of_interest', 'establishment']";61;"Puerto Rico, Aguada"
"OPERATIONAL";18.3794422;-67.2190246;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Rancho Carbon Express";"ChIJ26N8EOakAowRrJBRRWvmNUA";1.0;"ATtYBwLMya_UNMaMqbz5D91k2ndCJKk00pt6xKieHV8kZGWQcLuDly_YryAJc1E9C3no_0fFDwDsiKcmNCln6uhEcL-jz47Xq8Xe3uhXsV32YANQRJdq5VIrx_UkvFAIB-R1vIosYzZVfzHjppH_YDTNVkJ5Mo0xXe2raFrXsRX537nn1fQ";4.7;"['restaurant', 'food', 'point_of_interest', 'establishment']";151;"Aguada"
"OPERATIONAL";18.3180286;-67.20390789999999;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Pa'l Monte";"ChIJN0ozJPevAowRTyLzAlnEQ0c";2.0;"ATtYBwKeOc_8Gpx50HPlXA9vyFkUkxDM_xxHcNLu-qAwl-Ow1ptsjBEczXdvapkQr2c_Y_pWrSYpyYFczDwR9JmNuZ8xPEyAHwcLQ3m9tiOgz4xoZIg2_MTtmBb0aOJzVO6bOWcae5S7UheZi95_h3soCEhznc7-hSgL8o197sUk0kjBrYBA";4.6;"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']";165;"PR-411 Km 15.9 Bo."
"OPERATIONAL";18.380287;-67.21965;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png";"Ann Wigmore Natural Health Institute";"ChIJxyNv_uWkAowRof5zvVhgeAg";0.0;"ATtYBwJSCMcB6NO-sWy2B4IxFqcKuDM9EeQSnIpnTGfNg_eXO35mFcNlMO0OpOJb0_g0J2boO6whwKcfLc5zQuxC054lKWJb9I-RJiAmOW_VrefEWN-GfRv4uPajVDWmu4th4ltOSF5KCF_Uvobx3nk2WEfnffdFjvavP1TRzDs9TpZWz32o";4.4;"['grocery_or_supermarket', 'spa', 'restaurant', 'food', 'health', 'point_of_interest', 'store', 'establishment']";19;"Aguada"
"OPERATIONAL";18.3800568;-67.2176722;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Oink";"ChIJ89XoIeakAowRX5vwzf7EHv8";0.0;"ATtYBwIkrt7-8xqr2tO9GN4KE7x_tn3jfLe6rREn1boe9j3gPjMbfAXkUFPbQYwLs4ZxW8HBC37PL50FVmjkMoLSdT1wYKFqfoXQXG35UFiLTt8leGIYWVoRDRsg0elRv8gFLjHWSdGPoYX7nXTN-oJS29BMOgnEaiqdqHHts4I_I5BkemUx";4.8;"['restaurant', 'food', 'point_of_interest', 'establishment']";4;"115 km19.8, Carretera Carrizales, Aguada"
"OPERATIONAL";18.3584113;-67.1997152;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Chepo's Pizza";"ChIJq8RfoC-lAowR8JPnRdqzWKs";1.0;"ATtYBwKeGzsu5tdg_DEMAtXqKzv3fdzhvE8t2ZVYW22UDGJz3t-Tk8qB7qRRWkGPvINmQ7whsafDDLcQbB8TbJBFJxRaWSZN21x-UTFd5W7KPobmpf8cCQqjBkKi1MrWHSKbGRy5L_up0tj0Pjk-vQz9MK0xi7HjIh5QzqbZ3wyQ355UzsAJ";4.6;"['restaurant', 'food', 'point_of_interest', 'establishment']";73;"3 Puerto Rico 411, Aguada"
"CLOSED_TEMPORARILY";18.3838584;-67.2119076;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Platano Loco";"ChIJU0c9UTGlAowR7_5YVNCGY9g";1.0;"ATtYBwIUZzpFUn7NA-s51QM603My6xiaO93KXEtlM-4w_ISFoWehZzJPxJKHv1x3ct8rfNeSc_ZzaHwezZuhg6MgZKdpwTzPxS5uVMie6rYBT6zg2AMkjhaHlJSPTjaUecGo3L4NsIY7dweRFj7EFkHAb2nw5JNQ_Z6xxgqQLIqxCEkaQi40";4.4;"['restaurant', 'food', 'point_of_interest', 'establishment']";145;"Balneario Pico de Piedra, Puerto Rico 115, Aguada"
"OPERATIONAL";18.382572;-67.1966917;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Burger King";"ChIJEfyAt86kAowRkpfh2GOzV7o";1.0;"ATtYBwKBxWhEkGDXlQih4zFFakPANeAJhPqjZGPNxIuyiHudQMSUChmsbvEJwRAH5wlpM3kyda_6lFY-LkN86gidlVGyZov7mPIGL8hUeAb22nUZnHMV492MVIM-FUghKoZjYZdm2JjiMNEJEpy3d04QXWmIhM7wwjtbAmUxdGI7c6OXgkyY";4.0;"['restaurant', 'food', 'point_of_interest', 'establishment']";80;"Carretera Estatal # 115 Km. 22.0, Aguada"
"OPERATIONAL";18.3451153;-67.25986970000001;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Shipwreck";"ChIJOezXQJOlAowR5GSQcIezr2g";2.0;"ATtYBwIbj1OX-EXfv8IzdDjYbn7OCsj3RWS66kxMp2nqdgz3ZcyBlt08a4BWwV8qdtai67pxPRQuRV_LbvkzUJ6NRBA_JsfT0yiyTlWiUvcqfMXIkz_Y8sB8n5ZrdrM4WtrhdjxPmPVKpNUA9W9VdZCuqkutRU034MhObuS75Llb79bDGR9D";4.4;"['travel_agency', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']";272;"564 Black Eagle Road, Rincon"
"OPERATIONAL";18.3808832;-67.1907425;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Aguada Seafood";"ChIJxawJwcykAowRVoBgujOwsIk";1.0;"ATtYBwJ6Xn6iJUIr8Ba9ov6oMPr0t1jtDtBJ386SRLrea8PP9UVdLVNcEPCr1zAjH9r3_ytGI5zb6ks4hoFkQPoZiqokv3Wi0P9z97ME_VqSbsVqjhjJ4Q6dBOwF44lwl3d-xuh7OQwXhYShh6ek0IENQfzZjWbDvKN-6VRzD2-NtRWcPF5x";4.5;"['restaurant', 'food', 'point_of_interest', 'establishment']";379;"101 Calle Jiménez #199, Aguada"
"OPERATIONAL";18.3142671;-67.1816966;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Dos Vistas Restaurant";"ChIJA6qKIASwAowRk_mj_GE5fbE";1.0;"ATtYBwLBfGlwJVG5AER8z-v_QzZiUYlDR9iVGtD8V9PU5CxzqiTXfvJnv9UGbzLtOhLyE-z5rQrrVCtJb98soM2ljvn98bshxCh862uWQrIc2XNvWcFZk5HSP1V0v68N6UetPCaV3edRmoDt6wSpqaj5oOFUfQD7L-hXI5IGwwAuiOVcrfov";4.6;"['restaurant', 'food', 'point_of_interest', 'establishment']";313;"Carr. #411 Km. 11.3 Bo"
"OPERATIONAL";18.3778145;-67.18756110000001;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Subway";"ChIJ2dB5kzK7AowRxuY2Bn7eCbg";1.0;"ATtYBwIvyII9GQt1cFKOgf94zWL7Ln34tO1PxMOanOt0gRL-7XN8mGMi_HlocaVexqls3ozjcQPRWzV5_Uza1egvun3ui4PD66XMtYGgUe8WB4Z19uUMXcNKxMZqOxhEwJPHWOHpohJ27grpp43-k4DdQJ5dctkBC7qZRZEU8Cjjad0iKnk";4.3;"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']";187;"Aguada Town Center Ave. Nativo Alers, Calle Desvio Sur, Aguada"
"OPERATIONAL";18.3541048;-67.2529239;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"The English Rose";"ChIJD7la5LylAowRvx48yiOdrhA";0.0;"ATtYBwJr6T9eDKQ8wJQtMiVGv-AdyH3gxUv5KYx-qYQJaFhi4wRv07v8fWE3DgMzpzjP4FR8ZrqQkX9cgelZFBnUfebtuu8Lm9vKHb1aHiWL4vKXLYJ_C6uVi4SPt0RSCCcLoandYW-1x3GJPIjfW28Wf_axsSxH2tW9OiPg2NnUBilC00gz";4.6;"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']";374;"413 Carretera Bo, Rincon"
"OPERATIONAL";18.3424703;-67.25675939999999;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Harbor Restaurant";"ChIJB-KSR5KlAowR33xISfNO2IQ";2.0;"ATtYBwJSgrCicx_GPx-km7MtQuFe4SD0bYDrFPyn_1bgu-WDsIlsCyfc9zhZm6UXjU6dia9zC8hCOEhqteXRgxAJjGwRZrYpQJzTnqlOhgOchqlbF0FdHHAGn14HNmIMpnxG2AKdK4tczeiFQFZjD1vMi87cy06NFBQCLu3IOWqvFgB8JiUO";4.3;"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']";1185;"Paseo Bachon Velazquez, Rincon"
"OPERATIONAL";18.3403654;-67.2503303;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Good 2 Go Bowl Bar";"ChIJO4p2bxOlAowRwKCip5RGVWo";0.0;"ATtYBwI3ZHyu2ydyBL33Z64ZhWS5kF3iHFysl7jWOZVCH-XHOeOliv0ajZJH8wmVZF-7rgIGtLrL3vW4ZkzFR_T8EmbBRuRh6EQoc9YZp5UQRBCFP3CsdGXSUamwjHJcrdAGKKIKKw7KjUI-IfoKF-YvRr2AGEyPoldbiR15Va6FmES0qMyu";4.6;"['restaurant', 'food', 'point_of_interest', 'establishment']";19;"13 Calle Sol N. #176 Esquina, Calle Progreso, Rincon"
"OPERATIONAL";18.339869;-67.2498914;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Taqueria Vatos Locos Downtown";"ChIJeZOLo1OlAowRKZ6rkKXp0bg";0.0;"ATtYBwL1l5sGS93Pgi70T0UOiFEGyGYJIGdlSWILrcaXdNJL2d95OFGwuoqXak6QfT7e4RG7HVx80eRP3P3dQfkdroF5bFdph_GXZmVl_3P5lnkJRCznuDhC-RZKEpI94RGlnalpa0t8axq6wl5x-tBFYy8NhrrFBYWyTnTREjEPSssdHpE";5.0;"['restaurant', 'food', 'point_of_interest', 'establishment']";9;"Calle Sol, Rincon"
"OPERATIONAL";18.33983599999999;-67.2502571;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Finn and Ollie's Pickle Barrel";"ChIJi3O0UoClAowRZm8jFxwtG_c";0.0;"ATtYBwLlziWieLdE20ktQo3q9w8_ZP_yNQNqdK6hNLsCnhjzj5gReJk46gx8MAirtqupAtBBDUQNBzkRSQlQvKEE_-ooClkQauDB8N21NguqvhAmU2EPWXPDQKHkX5b7C_Uh74xCb4wcVnFdg2bCn9PEANHb-OEyTdlh4HERqPjJuzoA-gjx";4.3;"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']";31;"East, 1 Calle Muñoz Rivera, Rincon"
"OPERATIONAL";18.3399247;-67.2507815;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"La Rincoena Cafeteria";"ChIJNUXtIZClAowRzSOFfl3AcH4";0.0;"ATtYBwKf-SGmtz0cQxWrOnHlsV2J-VBz_3Dad4gAprHvumFqdZ5Eptjfe2TDKF9Tb6bN7KMf-oSDutYeCIDI7V8-ORFZ1QiS6eDMdtuG_8l-EcqUlWPmpcqaQk2NP9Vkz-gOMfmxen1fMD9tLwA2Zgd2IuksiMAJRZhL_woCU3GmwDjNRMOQ";5.0;"['restaurant', 'food', 'point_of_interest', 'establishment']";5;"10 progress st"
"OPERATIONAL";18.339482;-67.2504666;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"De Boca's";"ChIJTSSk4I-lAowRvD0wJ4jJ1pQ";0.0;"ATtYBwLegETuRpc5SXLJVy57iH4_Dgp_Q6cI4FvxtX7ZJyyQ_6VZqRT41Gyx31BrtUDy4XLQ0CndOxgxxCE0J1LQdNvm4cw68BVuN2PwFR2cokGQr5G_6LpQUQpkzQxNlMiQ21kBO4pOHGagSprdyY4j92L0CKpAWZWFexDqz4jtVrg1XlGt";4.6;"['restaurant', 'food', 'point_of_interest', 'establishment']";216;"#11 Calle Muñoz Rivera, Rincon"
"OPERATIONAL";18.3396602;-67.2509693;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Roots Restaurant";"ChIJCX5hw4-lAowRhdxT3wg0FRc";2.0;"ATtYBwJtAewllzoJ2BsAXLuIjN-Gr62mMYi75tvHIjGjWIg0b0AsM6QfnwqzKDLp98uqkFuFtGGIaUvIhq33Cl-drW5k0sbgBDtg1WDf8z6RE2cazHbx9YfwqMjZfy6UetFEzX9dAq1z05zjuC_xJUnK-6EsEUxxSWWqX28IemIs7JAWQsZ8";4.3;"['restaurant', 'food', 'point_of_interest', 'establishment']";187;"2-14 Calle Comercio, Rincon"
"OPERATIONAL";18.3392059;-67.2507672;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Box Bistro by Capriccio";"ChIJNwY1kD6lAowRABdzYRDdz4s";0.0;"";0.0;"['restaurant', 'food', 'point_of_interest', 'establishment']";0;"17 Calle Muñoz Rivera, Aguada"
"OPERATIONAL";18.3390171;-67.2507933;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Bob's Deli";"ChIJAVMOwu6lAowRynl6zebVL34";0.0;"ATtYBwI75J7JyWJmjdwk__Uy6wGtggXOXNrUm9O2i335SB-GKH6_HLLeY-rs9-I-9tCUIH5cP8uxleq2aOWVXwSjVPkQDxmTa6t8CJH2bMOEVNkNtzGmweKAyt0bOUf72KNBndwUoXQsC72GS73UmIdrH1jHPIri1CPadPa3BetXW6dJ8PAM";4.6;"['restaurant', 'food', 'point_of_interest', 'establishment']";37;"10 Calle Comercio, Rincon"
"OPERATIONAL";18.3388922;-67.2508306;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Ajonjoli";"ChIJr90I3N6lAowRPAUcYLoAGdw";0.0;"ATtYBwIZpf8xTH4y2FisyPdDQCMp4VRb1Yx2Vx8BviFflkCV7MfY1pl6R0yxsF4GAjPhPe1tXAw-nlFGzwT1w4RQLyzZoeZeH56IprlOaqqrY_59_7RGiSOar2XngRMQkIbbr0PakuLudeEqgXT5fKduZiSqvJiqbSoCwqE-8mNcTRSahEzV";4.4;"['restaurant', 'food', 'point_of_interest', 'establishment']";22;"10 Calle Comercio, Rincon"
"OPERATIONAL";18.3387044;-67.2504325;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Puerto Burrito";"ChIJhxAu_J2lAowRPR61he73ESQ";0.0;"";0.0;"['restaurant', 'food', 'point_of_interest', 'establishment']";0;"y Nueva, 22 Calle Comercio, Rincón"
"OPERATIONAL";18.3391266;-67.2512205;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Gylro";"ChIJleA8mYylAowRMiDG9PGgn3s";0.0;"ATtYBwI46g3Zrt6pzW68_TsY7XPGaFdd2I3mXkPXWzwbdbXhQAQFsgWr2jUuUWIetmZ0nXjSr_V_J6H71tSHUmfW_0ePj7mPnRyo_cTOPBLuaxmfnND9X4z1W-R--NGiOfn4qhQgtxhNQLv4z8-_XrR1N3QDiDyXDdwVp1vYBCmXRLQlEyJ-";4.7;"['restaurant', 'food', 'point_of_interest', 'establishment']";161;"#24 Calle Muñoz Rivera, Rincon"
"OPERATIONAL";18.3382606;-67.2508788;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Falafel";"ChIJ01wY_RWlAowRddJ2Blko95o";0.0;"ATtYBwIpz-35zUR-Vgyl7Hk2iDMOBNjsZ0nKonpWTuxeWVCpKy6NuzheWIxYa0U6sYtCvWQhRyKa7Z-Cf8kPt1ow5V4_gVoWbuFoQ6J8NiIgwOtICOlV94XBArLbkuZD9LZ-IZmYbdTrWxATLP1LuS48UWa8EghzyYMFyasnRLH8ygGnLfD_";5.0;"['restaurant', 'food', 'point_of_interest', 'establishment']";2;"Calle Nueva Final, Rincon"
"OPERATIONAL";18.338104;-67.250951;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"K-Fé Luna";"ChIJY1VLk3OlAowRaWB27Zz_Q8M";0.0;"ATtYBwK3keG1B97Sso2B7FLEkVC9ZXrbba4nWsVQXV9bsOdiRWBdm7yQgXM_ZDsZQjPq8HJGUJ7VUS0cBiwOdEOXfO_fwtl0wjy_5SzcErhvuYpNPJM0OvKdz0vD8ThxcAKzum6iFegQ25VGQNlx6eLQoyXTYaEnmZ2zqnkeRn2KvOe2Ncnq";5.0;"['restaurant', 'food', 'point_of_interest', 'establishment']";6;"4 Calle Progreso, Aguada"
"OPERATIONAL";18.3423345;-67.2511701;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"PASSIFLORA";"ChIJBYFrxs6lAowR6Iy0eiSp7y4";0.0;"ATtYBwKa35njKaAEzIm1yVaZk2k0IlO-MAuBFe7FrQqQ1PJ-3xqNGcwzBm-ROioSQtdnQ2j-A74ZUZ9KyDgdl9QZUUnHiRx55BHn6dIEnm9apo-HZ1lIjgdU6wx79SNFgcITitRVU1uWqOmCq8SJmH05o3cx5EMdS9_9waIcUkUalTz36iiw";4.9;"['restaurant', 'food', 'point_of_interest', 'establishment']";23;"Carretera 115, KM 14.1 Bo, Rincon"
"OPERATIONAL";18.33811559999999;-67.2515162;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"La Pizzeria Napolitana";"ChIJ72Eiu4-lAowRGuv4MmupK3Q";1.0;"ATtYBwJ2rsgEuZiXTbV74hlXG4Ob10gm1yPFo-RY9gFpbT5lDgQq8XLrMEuueynkCeJKWDXrTEHEBWIEI0rOdbi2aFzo-btyLV-chpIEo58a8J7_LqsNqK8K0OE7f6REwW9lUBqFthFMd965SlcsXyaUGHpajazysPRfetV8JLeig1PumUHl";4.3;"['restaurant', 'food', 'point_of_interest', 'establishment']";66;"Calle Nueva Final, Rincon"
"OPERATIONAL";18.3387539;-67.2538094;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"La Cambija";"ChIJ62JMa46lAowRKwwKARFFklo";2.0;"ATtYBwIdmb4rinyv-B2VKEFODzSSlMHzkOLeTcY90fXwj-Dm9DL_vtcGMnbTOeB0RbNzGuH_sAOqWXxVcYY8iIl9Kxkmta0I7dTdnLKinxalRQKxqem5RP6VOcARGYsyJI_ieWLlfWOUqjx7XxYDasO3gbe4yIsBr5PjmL1Ex5clX8eSfeD-";4.5;"['restaurant', 'food', 'point_of_interest', 'establishment']";653;"Calle Cambija, Rincón"
"OPERATIONAL";18.336797;-67.25265929999999;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Aloha Surf";"ChIJiV6OuBqlAowRxAMONgw2Kek";0.0;"ATtYBwJN3mzdzFyXNSk8iX5sN1vUPQ3LscXRaoeeFvMFBsn8H7FBt6Mlc10OwUi3vKTyCbmQ0LRcelII9UtJtLo7qdJqTBSAOqDk9wa1owm3y_nC7tcIEZybH-K7W8hG-6LdD9iVBzKueM1-KwHxGYBr3dnM60yb9ZdHOzhYfVgAXYfkzNQi";4.7;"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']";105;"Carr 115 km 12.9"
"OPERATIONAL";18.3444833;-67.2493453;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Setroc cafe";"ChIJxSQgppClAowR83c5Y8HaLw0";0.0;"ATtYBwLL_1j74KtwSGNdJku5nYOjl5E46ko1J1rj-AitOHS4LCJMUkKV9_obRM-6WuJ0XhmuVFENuuO3FU_I6MI0rvHm43QjCpBwhycCDYuEhxxM69jmhjLSR02TuzRnWokyMen3ODm1i_5-QUlCrvVNUuErdto9jT-BAXOb-jo7RIBgyP2M";4.5;"['restaurant', 'food', 'point_of_interest', 'establishment']";4;"98 Puerto Rico 115, Aguada"
"OPERATIONAL";18.3441465;-67.2519765;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"El flamboyan Restaurant";"ChIJzTmvCGWlAowRxFSh6lda9mM";0.0;"";0.0;"['restaurant', 'food', 'point_of_interest', 'establishment']";0;"Rincón"
"OPERATIONAL";18.3445139;-67.2493538;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Sana Farm to Table";"ChIJr3jTtpClAowR1A6iWwiF4pQ";0.0;"ATtYBwISPxN9RL4c3oeEbi6Z8ABgiyrAMMlynq8tghddMwdSXNiEAz0y9ou-ZU_E6o2aQqWQrXJVxc8VuLB_heprWEHsfCPeqCo3QVMntRKWz06vmv6_sI-qOJ6nOd0BmdftDWMw9zb8M-a80ehTCjvtY_ZQH6GiicFZHVaweVvZHDMH_aX_";4.8;"['restaurant', 'food', 'health', 'point_of_interest', 'store', 'establishment']";83;"98 Carr 115 km 14.4, Rincon"
"OPERATIONAL";18.3368468;-67.2528767;"https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png";"Spires Market";"ChIJpekr0TmlAowRd4hyugyvR70";0.0;"ATtYBwJ-x1BBTaIDXh6m__Fz28PeGKW6QRrj7r6Ijb5leVV3iSG1YO-1BF6qACOvdVS9A-UG8CXsb-PYhyEJmlzIvnvQhZs16p-mgIGyDU_yBI7KxuXf7O4hLq4NF5XGZjKbIf2rtrVfJ8pU0o3KtfAfnzWixJzdaoZBvzcfMQehlrdho1QF";4.8;"['restaurant', 'food', 'point_of_interest', 'establishment']";21;"ventana al mar kiosk #4, Rincon"
